739,1166,1602,1481,1419,1536,1048,1097,1502,1273,1382,1474,1583,1239,729,1151,1453,821,736,1384,897,942,1362,1059,726,1386,1385,1292,869,1044,1137,1201,1780,1749,1356,969,1300,1485,2055,1913,1755,1293,1077,1440,1126,1246,917,1027,881,1009,1360,1201,963,1235,1407,998,941,1040,1469,1509,1579
202,364,369,265,547,558,410,376,578,541,802,878,733,403,345,491,658,671,474,663,528,510,399,298,210,515,555,596,483,412,471,581,594,750,646,514,474,565,705,842,1022,550,386,552,438,438,622,722,526,433,449,444,461,675,785,597,537,509,853,1012,1088
644,631,1093,997,1081,1132,1107,928,1071,1090,611,644,660,543,532,644,195,139,387,495,372,669,764,616,726,762,842,645,484,400,365,718,1120,1173,1216,647,917,909,1487,1442,1046,936,787,978,834,1019,681,771,768,1298,1163,1036,1182,1144,1248,1712,934,1233,1675,1467,1616
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,211,363,257,252,274,185,192,279,258,247,175,191,173,114,213,106,131,143,110,130,205,200,229,272,258,258,225,234,236,273,218,292,397,357,213,345,378,547,480,561,402,330,360,290,355,335,361,197,262,412,349,394,387,342,349,126,207,511,453,525
180,274,283,151,472,385,427,365,398,444,109,249,312,230,215,264,322,368,76,190,251,328,316,315,262,312,305,345,177,214,253,271,446,488,283,230,285,261,462,557,435,377,339,324,307,338,257,371,380,458,523,466,672,672,656,519,318,452,767,557,594
209,253,653,628,644,704,797,753,885,485,516,76,80,150,118,443,-227,-225,-140,75,0,0,0,-145,70,79,326,301,139,884,852,1152,1527,1517,1086,1019,1079,1159,1227,1298,1401,1051,1121,1222,1061,1188,815,980,772,864,1221,894,1220,1404,1341,1684,1265,1506,1724,1872,1814
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
551,1226,1816,1823,1955,2166,1681,1295,2013,1525,1175,1239,1627,1128,885,1208,474,481,260,877,490,452,581,520,813,937,662,461,372,519,534,1072,1192,1246,649,511,762,709,847,650,821,462,447,626,512,526,92,224,213,198,642,525,846,1025,1061,1247,955,1108,1590,1700,1823
285,276,328,398,506,430,519,433,532,410,469,538,343,358,245,331,437,164,293,385,387,334,324,326,343,437,421,322,228,279,335,510,462,535,516,417,396,508,615,701,414,353,368,484,504,549,326,374,339,405,548,569,585,534,604,474,577,603,726,818,739
255,282,342,341,361,391,393,314,362,338,394,397,473,405,293,305,307,418,396,555,499,259,240,274,246,313,314,307,240,271,274,341,497,392,375,300,386,496,509,358,472,345,360,384,419,310,274,262,244,291,261,229,318,366,496,445,345,454,539,441,585
206,239,239,188,237,208,185,279,336,290,199,379,232,165,142,172,171,147,93,216,231,183,174,171,140,186,186,196,142,218,230,269,249,243,288,203,234,293,425,470,302,249,252,279,212,242,373,273,245,199,229,245,242,260,288,267,150,231,339,341,356
207,273,621,546,555,491,582,548,838,667,1055,500,610,550,278,613,658,432,525,583,535,669,673,461,419,700,726,795,521,507,639,907,962,843,582,462,583,596,1031,897,1054,795,612,757,649,797,1003,1122,696,642,746,667,848,1162,1141,1241,827,664,1076,1278,1339
142,177,197,641,595,513,421,492,606,524,64,-66,712,431,346,355,124,135,534,568,447,460,346,135,642,743,800,545,460,456,290,573,637,748,510,152,144,197,1244,774,821,608,683,743,600,709,363,398,418,395,508,491,522,652,830,889,697,752,1103,1317,1077
467,585,438,375,449,776,633,660,1210,813,833,455,507,813,366,950,319,473,303,616,356,559,677,299,703,1133,945,665,611,861,844,837,1164,1254,996,761,823,1080,1668,1479,1397,1223,789,1310,957,719,1109,1007,685,610,737,538,591,1107,1748,1326,1105,1078,1650,1771,2011
804,925,1436,1268,1140,1268,1199,1103,1258,975,1490,1098,1270,1075,675,1087,558,735,826,846,741,901,936,587,720,1039,1141,1115,927,915,901,1118,1591,1512,1186,963,1199,1242,1681,1234,1454,1234,916,1391,780,1372,1372,1365,1199,1254,1312,1240,1051,1457,1801,1785,1287,1091,1911,1966,2332
147,225,260,323,347,264,248,199,244,284,389,336,246,211,159,228,78,190,255,283,148,253,263,278,270,315,270,292,226,251,338,373,409,326,313,324,221,355,530,471,557,456,447,411,245,543,514,534,364,407,541,390,532,531,640,481,388,390,734,901,691
635,654,482,69,524,498,544,573,886,1026,612,623,647,522,167,1016,990,401,256,650,609,726,756,467,414,915,1083,836,652,594,629,953,1022,1029,743,591,730,945,1402,1523,971,902,630,1082,690,775,841,927,829,787,795,533,638,1123,1387,1002,1024,1012,1567,1869,1563
987,1266,2091,1547,1528,1528,1277,1429,2020,1792,1357,1356,1604,1436,776,1815,834,823,878,1271,844,1154,1415,692,1196,1996,1728,1307,1177,1277,1628,2154,2577,2539,1811,1383,1756,1775,2585,2771,2126,1609,1137,1854,1332,1375,1639,2372,1987,1593,2159,1856,2213,2937,3203,3030,2190,2039,3236,3608,3077
1568,1725,1888,2166,2478,2412,2479,2399,2988,2155,2315,2147,2477,2306,1532,2893,1727,1865,1858,2141,1796,2202,2152,1460,1801,2754,2518,2512,2222,2207,2224,2179,3253,3594,2567,2200,2218,2468,3183,2554,2971,2509,1863,2532,2095,3153,2142,2601,2235,2286,2363,2151,2402,2841,3637,3581,2993,2608,3068,3914,4752
411,455,639,954,893,827,820,675,855,800,476,457,456,383,318,352,-44,-43,259,303,120,72,315,138,174,200,213,190,358,458,480,474,712,817,517,430,479,483,526,469,741,488,426,863,818,797,556,609,574,394,680,526,632,604,807,926,676,668,954,1249,1788
961,958,1059,1488,1554,1723,1424,1314,1901,1336,1487,1561,1624,1361,929,1490,1163,1192,990,1367,1082,1031,1294,898,951,1528,1350,1418,1140,1569,1671,2083,2266,2173,2026,1436,1749,1631,1972,2423,2308,1668,1405,1729,1256,1762,1638,1815,1422,1552,1701,1469,1648,2082,2421,2133,1481,1573,2090,2375,2693
871,1060,1371,953,1014,1151,1118,957,1119,1182,849,870,931,907,606,700,786,846,654,805,825,834,869,1002,618,877,838,1007,663,605,671,1317,1245,1398,1141,826,941,1034,1237,1005,1279,1084,978,988,861,782,994,983,805,1119,1165,1090,1085,1163,1162,1508,843,1102,1434,1303,1524
661,977,944,945,1124,1150,1124,1177,1325,1032,751,962,932,975,744,820,492,635,640,735,528,793,670,729,792,1033,902,805,741,890,803,1381,1445,1425,1142,934,1231,1200,1853,1487,1669,1188,1121,1223,1039,962,713,784,828,1248,1307,1139,1312,1264,1528,1751,1093,1387,1680,1790,1908
394,471,474,526,531,534,522,558,653,640,692,755,601,627,435,532,637,655,428,518,498,568,473,391,418,640,630,654,494,474,513,517,590,662,709,627,651,711,654,699,1019,736,585,627,527,550,717,772,538,555,564,541,697,719,729,661,427,359,801,803,641
668,637,1393,1327,1416,1609,1607,1414,1500,1073,1223,758,1257,1264,1004,1140,1125,946,860,1031,872,681,1224,919,1122,1372,1196,1472,1101,758,1273,1738,2043,2042,2062,1429,1477,1472,1782,1169,1339,1192,1064,1035,1256,1389,1047,1142,978,1067,1004,1372,1503,1535,2076,2380,1561,1757,2045,2070,2384
478,750,1153,1052,1052,1101,1183,974,981,930,1349,720,790,745,734,765,443,930,961,944,845,864,922,1034,906,1322,1361,1526,901,1161,1203,1386,1504,1794,1631,1442,1368,1414,1703,1442,1708,1397,1131,1377,1209,1357,1432,1268,1093,1214,1390,1138,1408,1425,1506,1465,1151,1388,1835,1601,1550
1136,1339,1634,1293,1296,1199,1260,1304,1734,1901,1884,1172,1224,1259,686,1093,1251,1370,439,472,497,316,330,312,938,1620,1451,1459,1353,1414,1385,1565,1891,1804,1648,1328,1656,1990,2520,1989,1868,1318,907,1585,1110,1219,1234,1625,1461,1230,1357,1201,1336,1898,2000,2218,1764,1529,2351,2704,2619
1839,2116,3080,2910,3080,3162,3265,2661,3510,3148,3020,2517,3063,2855,1869,3114,1728,1877,1849,2559,2408,2419,2805,1663,2056,3748,3481,3689,2698,2983,2678,3598,4300,4269,3804,2800,3537,3274,4243,3373,3786,3433,2576,3336,2546,2479,2338,2598,2397,2228,2424,1822,1989,2861,3379,3771,2711,2523,4220,3864,4234
337,442,521,345,642,735,617,545,637,575,617,571,509,370,303,441,437,537,55,69,222,111,197,310,317,590,477,407,336,356,374,632,526,668,444,328,414,566,724,581,658,474,319,475,493,412,263,302,252,228,277,238,290,397,433,320,403,438,526,789,976
1243,1425,1409,1529,1647,1758,1850,1244,1975,1637,1875,1383,1561,1549,902,1376,763,868,828,1173,1098,1112,1184,829,816,1494,1495,1474,1237,1240,1281,1635,1709,1979,1873,1329,1311,1444,2148,1556,1594,1408,991,1362,896,989,1334,1708,1610,1430,1697,1643,1369,2031,2351,2626,1792,1806,2161,2317,2620
2018,2150,2860,2264,2516,2478,2655,2123,2921,2119,2854,2759,3073,2834,2052,2755,2159,2548,2777,2978,3331,2788,2926,2214,2110,2808,2930,3464,2451,2705,2723,3200,3464,4127,3050,2559,2655,2948,3549,2980,3427,3697,2654,3444,2901,2965,2604,2789,2573,2532,2542,2174,2132,2075,2278,2958,2153,2553,3156,3232,2913
1741,2086,2655,2325,2400,2666,2543,2168,2584,2382,2160,1993,2222,2001,1422,2164,1637,2185,2164,2498,2247,2521,2603,2055,1941,2805,2601,2754,2478,2575,2670,3066,3220,3626,2876,2359,2613,2855,3513,3021,3230,2720,1998,2914,2297,2229,2697,2923,2695,2848,3008,2549,2374,3166,3681,3796,2640,2076,3700,3806,3377
1758,1957,2512,2092,2422,2528,2274,1973,3054,2409,2844,2045,2434,2126,1635,2443,1696,1905,1857,2233,1925,2000,1978,1705,2000,2873,2993,2744,2126,2492,2734,3387,3281,3569,2761,2449,2920,2945,4657,3238,3210,2638,2049,2773,2175,2439,2414,3051,2832,1942,2608,2431,2572,2990,3615,3284,2281,2182,3975,4084,3849
818,1045,1193,1277,1042,1370,1393,1307,1677,1660,1115,1278,1619,1336,794,1476,1562,967,1068,1236,1054,1119,1118,882,919,1493,1480,1179,1084,1376,1460,1748,2063,2077,1504,1348,1479,1434,2043,1895,1929,1429,1005,1541,894,978,1239,1499,1251,1259,1504,1240,1369,1698,2050,1809,1392,1295,2107,2123,2081
1176,1463,2101,1813,1803,2136,1968,1699,2408,1992,1604,1495,1752,1733,942,1860,892,1385,1529,1809,1402,1749,1935,1357,1440,2222,2085,1991,1624,2001,2315,2733,2843,2854,2847,1983,2232,2900,3529,3206,3213,2516,1973,2747,1918,2098,2715,2441,1999,2132,2490,2081,2481,3180,3864,3476,2317,2284,4046,4039,4134
805,907,1327,900,1001,973,1069,1032,1037,1033,1013,895,793,851,519,901,896,1062,572,783,645,815,862,644,613,1134,1064,1148,951,962,999,1405,1475,1450,1541,1045,1395,986,1408,1376,1168,1043,749,961,776,909,811,851,701,766,847,686,933,879,1238,1303,989,1081,1524,1535,1698
662,759,776,569,799,837,895,830,935,581,692,356,380,378,404,440,523,147,234,660,338,513,518,514,560,637,576,630,462,447,450,706,669,674,661,439,515,574,884,587,702,562,576,795,786,810,784,636,566,916,923,849,828,827,1163,995,822,972,1143,1107,1335
601,1375,1933,1365,1842,1870,1304,914,2257,2182,1479,1494,1701,1069,638,1715,1170,1371,1121,1400,1098,1164,1967,1256,1625,2180,2264,1374,1027,1706,2268,2683,2712,2738,1891,1259,2501,2443,3238,2590,2631,1563,1067,2394,1871,1688,1637,2395,1540,1299,2149,1937,2120,2645,2805,2009,1196,1433,3187,3046,2940
